1000 97923
222 357 5124
280 903 682
136 601 1624
763 831 8236
952 666 6414
36 436 8579
647 940 4606
124 74 6067
673 397 1819
267 747 2283
56 24 7209
1 131 382
829 784 3356
548 102 2083
887 271 6194
424 324 3317
462 674 2610
800 525 8565
700 655 1925
647 900 2702
376 604 198
471 942 6883
981 183 2673
659 732 2751
157 211 6801
802 687 774
794 950 8766
664 35 2072
196 8 2953
709 597 360
295 138 9846
149 984 605
418 814 2367
492 299 4348
677 757 8733
451 879 1201
715 659 2995
201 696 2772
869 711 458
33 971 4594
360 800 4413
439 555 3959
132 841 4199
888 754 4390
244 409 7855
778 59 8050
690 200 8312
340 845 4995
410 357 7287
884 308 9366
413 962 3690
546 797 1225
296 638 521
456 360 4978
179 929 7127
837 357 6958
769 411 5425
385 914 8049
267 717 1830
462 42 663
623 2 3962
457 234 8092
899 119 2909
54 908 9994
866 822 8675
94 470 1635
752 481 8299
213 385 1762
701 330 884
509 373 7994
574 82 1381
650 858 3532
763 994 2926
936 176 2854
901 693 7204
502 213 6352
764 675 2247
774 173 3163
810 772 8899
597 804 6522
379 882 4543
80 210 9096
699 177 2103
949 563 2502
545 320 8484
638 482 4865
968 463 1319
212 551 983
498 390 3622
70 978 3135
518 854 7350
328 545 2282
974 96 8275
282 547 5585
893 248 1027
669 350 9402
7 581 3261
601 140 449
259 581 4000
416 993 3069
797 220 7659
995 87 7304
854 486 9335
775 478 1025
434 779 6243
734 187 243
275 495 1644
510 950 7633
499 10 7110
413 989 9375
281 363 6684
86 323 6499
787 442 8899
791 564 6575
15 202 3764
86 632 6690
358 956 7708
130 346 4342
631 101 4278
77 157 8211
599 964 9105
958 558 8181
966 453 3112
309 728 5446
555 548 6248
97 379 6508
932 930 5351
188 790 1768
520 877 1302
595 512 1005
871 305 529
713 134 4749
39 598 8050
27 2 6195
278 415 7194
51 392 7060
354 317 7025
936 609 714
790 637 9509
826 630 4942
827 475 7138
643 811 1998
672 874 8488
838 174 9682
263 2 4713
621 541 2114
688 205 1846
923 969 3860
136 474 4082
319 210 3355
159 585 5579
593 873 8078
822 606 656
865 356 9444
11 498 2503
813 748 4792
694 464 5173
581 176 7658
781 253 6409
448 891 8197
792 532 1281
444 394 4557
617 467 4556
897 641 5026
207 968 5619
978 788 5690
356 886 5663
26 54 6926
309 743 9053
626 891 9162
436 489 5675
774 213 7617
176 76 3612
916 648 4911
551 459 5964
70 918 239
355 534 2413
593 889 1835
784 832 3888
495 39 261
710 42 1415
957 543 3238
629 489 2462
34 107 3031
970 426 5860
543 461 3252
861 807 5216
357 92 5029
463 583 2873
429 187 292
443 237 1988
272 381 4344
316 578 5055
749 31 9751
240 711 6604
614 926 8992
855 512 5248
754 889 3078
204 369 1947
138 926 2491
956 668 7430
232 635 41
220 518 9957
406 394 8564
994 993 5900
714 364 913
996 574 6255
54 924 3651
924 698 5158
403 459 8340
345 549 7276
650 274 3997
324 607 6354
788 366 1393
214 890 9946
879 917 7342
474 264 1238
665 223 1764
997 623 4207
455 343 4116
447 988 6493
883 699 6604
678 35 9223
692 402 7209
595 142 3292
953 307 9573
488 10 7142
652 453 2691
729 571 5589
48 642 473
880 31 5909
582 169 5165
962 750 6574
483 422 8678
603 33 9666
417 463 4094
690 861 4766
116 290 7514
123 82 1616
191 155 28
793 202 6253
15 96 7826
255 272 7634
60 760 8280
956 637 1248
339 122 1901
858 119 10000
732 977 1283
745 202 9871
511 909 1611
257 505 6637
674 61 1621
439 663 7118
105 326 5440
211 81 2189
449 457 3151
503 810 4184
136 66 5551
497 669 2050
19 292 3187
214 599 724
202 854 3255
917 391 7572
616 17 6409
538 954 5003
791 109 6072
660 969 9148
446 299 6537
874 725 1272
309 533 831
675 397 9437
75 364 1109
5 163 5019
382 194 463
574 85 7921
293 666 3400
419 784 135
396 591 9221
329 221 8476
499 83 482
722 438 8764
64 70 819
731 873 197
420 246 7411
567 651 6857
8 249 164
769 131 1454
411 291 2823
768 989 188
92 851 3832
895 176 4038
319 261 918
318 874 5167
893 533 4534
831 260 2213
766 784 3739
376 219 6430
703 557 8461
238 868 2423
864 65 9344
13 856 9665
332 209 8617
927 327 9823
303 101 8536
818 374 7167
683 670 3185
175 245 7057
59 309 8649
804 348 1550
169 155 3959
131 338 706
921 627 491
66 655 8288
570 809 1280
572 669 7261
690 881 8348
561 156 3381
887 255 5250
714 837 5167
350 480 5303
146 768 5065
91 837 53
108 301 5693
846 631 7866
389 94 3194
799 27 3444
579 919 8590
601 998 1027
597 755 732
552 227 7559
459 324 1182
376 627 519
36 62 2574
718 203 4269
210 429 6014
568 244 3476
70 323 3577
186 327 1130
858 609 5864
348 194 3224
410 313 3305
938 876 691
138 145 5646
773 801 8896
735 944 2303
131 841 9674
624 501 7252
189 210 5570
944 569 8635
840 385 7988
730 724 6635
366 915 1535
61 533 1257
168 480 5104
804 880 4114
200 735 7916
186 537 3116
482 377 2587
856 656 1027
619 744 6226
833 985 977
35 242 8259
654 941 1149
845 770 7061
14 776 5161
66 949 8079
213 8 8268
268 222 1059
51 601 8068
795 530 7739
887 329 883
909 756 5207
847 126 627
567 840 834
358 77 4521
525 702 1285
821 318 5219
268 115 2216
308 49 7049
717 500 4026
177 792 3753
151 896 7492
771 710 4387
897 786 6328
784 611 9176
407 853 5414
739 379 1929
846 887 9160
921 802 1229
603 668 7858
319 97 6036
803 956 2300
397 70 4052
995 322 2649
375 158 5385
254 105 5560
670 500 1382
114 316 7236
629 588 9607
623 944 7446
915 827 1192
166 266 7175
695 890 5020
775 554 361
242 513 180
960 810 6674
429 333 7415
179 435 6981
619 805 6760
536 114 578
49 162 8667
301 596 5097
665 605 6371
110 65 7955
784 939 9001
170 987 1755
631 675 2077
170 659 396
561 577 5816
639 748 8960
4 573 1637
979 25 9683
287 677 9367
944 839 5001
568 331 7922
352 509 5596
625 682 85
631 846 9036
780 849 199
981 42 3258
163 614 3765
63 988 4077
34 724 6396
414 224 3077
371 548 3495
725 386 3441
224 751 4617
162 6 7625
182 940 34
736 567 3022
699 877 9404
922 90 9157
390 847 4675
807 688 7241
612 631 8875
19 786 1354
494 50 6172
190 462 1327
451 189 4619
602 220 7443
891 442 2947
178 63 5458
515 696 7370
0 751 3055
689 484 1534
49 137 961
303 253 2013
364 899 3027
533 57 9783
862 525 3676
582 826 2316
244 79 1185
10 472 6738
60 524 4017
674 685 5482
424 638 8834
312 431 6210
919 87 3598
128 473 2961
925 626 7631
252 600 2822
985 59 671
943 46 4018
353 702 3715
135 558 7968
806 580 8501
20 992 2603
867 637 710
397 20 9878
76 857 9114
382 264 1294
948 507 2700
777 643 3938
367 282 3870
184 922 3305
193 553 7536
136 156 626
338 949 9776
288 677 6651
262 742 1654
376 503 8969
688 266 2092
327 739 2325
949 446 9680
574 266 3098
785 928 115
978 855 9110
89 170 3859
194 993 5497
607 580 7402
221 882 8239
416 249 4393
474 420 2568
979 828 6301
141 199 2903
298 755 6700
795 880 4283
339 977 3042
906 371 5251
950 683 4082
584 498 2277
293 161 4820
95 247 6407
813 413 4586
931 670 8800
152 49 5550
657 829 6952
22 874 2798
4 815 1009
348 943 3982
366 482 3825
453 830 326
462 855 8696
905 419 268
753 50 2495
292 877 8877
634 803 7875
414 68 9947
53 519 4890
877 200 5766
870 380 2391
20 478 8538
696 439 9469
559 478 4464
741 684 1909
506 928 1507
110 455 118
969 479 1265
170 275 6477
434 506 8051
962 138 2695
633 325 7229
674 560 5424
281 493 9867
75 222 1873
28 530 1022
998 388 1033
770 873 5409
331 186 3789
356 84 6775
615 617 2946
319 631 4373
98 596 9171
554 142 3829
731 987 5674
23 68 7067
151 950 9086
70 500 4161
206 882 6792
447 676 5625
850 21 7490
713 177 1159
347 156 5509
944 801 5313
435 531 8917
579 726 6526
26 548 1764
984 203 3486
876 150 2988
947 879 9612
301 551 6197
328 231 1753
577 955 2701
767 757 6806
809 844 4373
787 653 6453
116 817 3501
800 602 3498
42 73 1835
825 652 8805
548 9 5513
858 11 741
779 849 4915
530 970 6035
160 407 6682
754 953 7411
30 248 6054
851 798 3499
547 152 8538
45 555 2530
417 354 5874
461 19 5113
880 16 8506
254 379 6871
432 445 9267
21 870 1387
515 576 3693
28 546 4401
970 555 1053
740 855 2337
241 378 8780
855 24 9629
185 644 2319
976 433 898
391 986 9933
966 44 6931
598 273 7340
270 815 9011
49 113 933
795 185 6766
710 930 4360
348 396 5372
194 108 8298
347 791 1926
23 780 5885
793 907 7999
309 700 9415
422 791 3408
89 781 3837
706 618 8478
542 537 791
725 349 7428
246 350 1218
581 84 3581
115 240 5180
41 236 1582
499 22 2125
248 205 5119
851 257 5058
921 201 2992
530 390 5761
308 103 7424
501 888 978
920 377 1102
731 275 6036
115 135 5784
535 926 7601
516 89 2927
855 314 978
940 170 2706
623 951 6057
583 585 3798
924 192 390
158 807 7206
837 182 2803
153 166 4305
660 556 4493
654 218 7943
161 235 8001
928 593 1435
293 620 9946
774 728 1312
141 345 7159
534 115 4701
63 610 7649
343 214 9151
735 637 7154
427 660 4356
416 138 1865
192 655 4573
996 665 8697
928 368 1022
953 325 2254
384 933 3277
852 365 7977
168 269 4741
469 86 7134
378 909 2500
463 205 6508
415 542 3191
594 608 7825
54 300 1581
697 155 3540
991 366 7719
463 574 1954
823 755 1493
556 28 1868
907 101 453
906 739 6099
955 198 7623
884 440 6755
596 175 9515
511 744 9507
683 849 2969
740 286 250
416 294 9063
174 47 230
454 52 2418
953 290 6786
3 975 1881
601 972 9104
577 448 1669
806 839 9547
543 960 7029
594 126 505
694 419 9922
759 284 5171
619 436 7866
272 570 3666
720 377 3273
339 481 1795
447 949 1267
439 653 6446
710 893 7901
228 251 8392
826 348 7769
355 111 2626
326 377 5081
345 868 7088
303 556 6761
29 323 2191
323 350 3341
478 546 7427
1 766 2878
724 541 5085
416 879 1619
387 543 8151
677 820 2169
421 282 8148
377 90 4225
960 69 2138
516 348 7423
721 212 7365
220 840 3228
879 768 8202
604 854 9812
582 347 1000
65 462 5658
344 106 1188
667 949 3061
202 288 2967
869 226 5138
606 567 1746
438 454 8515
335 799 5039
282 162 7193
857 203 1761
136 871 2989
999 579 1945
942 803 5423
751 132 773
231 604 1912
952 672 217
582 342 1353
626 625 8097
552 641 5308
9 278 8389
945 362 3371
680 734 3114
950 804 9361
539 61 395
702 792 4073
117 596 1943
517 652 1376
296 221 9487
1 208 8840
651 195 387
208 385 1896
611 556 2121
895 567 7983
828 900 5730
92 282 1484
538 992 8503
236 300 3894
359 492 8241
761 919 874
919 619 605
26 125 6359
182 782 2620
706 393 3525
554 463 1754
494 105 6562
626 586 6002
945 182 2929
344 876 8333
846 275 8441
466 612 5820
85 243 2154
699 609 4012
906 375 5072
825 808 2834
392 399 7819
794 66 3276
323 544 4583
92 598 2216
700 442 6324
290 723 5458
274 718 8743
369 861 647
261 811 5473
959 842 2410
957 938 6490
599 304 3771
333 595 1238
300 155 6162
717 940 7328
589 67 4609
535 677 9194
179 109 9862
966 189 1378
116 95 3482
693 377 6757
594 665 4641
937 299 3354
133 438 8831
613 189 6014
488 270 1027
925 207 4136
149 207 8383
799 44 2514
888 348 2127
776 993 1674
561 173 4196
394 616 3300
107 46 9422
57 780 4937
16 208 8025
602 668 9109
773 267 8292
548 204 9121
188 373 5796
459 319 4075
646 486 8099
84 13 4596
163 965 9493
335 515 9809
206 598 9489
927 695 1041
154 137 3721
229 260 9360
38 290 8110
509 394 6327
712 523 9859
591 253 2195
257 435 5743
578 744 2235
283 105 9902
41 850 977
81 691 8104
273 145 4989
52 641 6801
153 710 8274
181 950 2195
275 349 6952
658 107 6441
979 602 577
742 556 4322
950 41 4432
994 456 3760
917 525 9539
1 818 1337
693 879 7708
752 486 6696
90 616 2475
745 283 4952
282 824 8398
297 549 8698
397 380 9352
70 175 4112
468 633 104
411 380 649
419 157 801
521 735 7782
179 522 7642
38 73 7121
254 339 1587
315 887 7293
88 823 6250
510 395 323
388 155 3415
527 530 4146
499 473 9414
457 230 5886
545 468 1765
862 16 1442
416 160 9142
367 965 5147
94 43 4919
61 230 2588
373 814 514
457 226 9285
983 391 6058
540 632 504
867 473 4644
426 364 5638
60 357 7167
758 951 3552
164 940 2694
969 209 1652
615 839 5583
581 873 7714
805 321 4614
110 592 4698
255 647 4155
733 762 8222
768 21 6777
357 574 371
725 761 1334
893 720 2869
298 1 2880
277 904 6647
386 331 803
306 355 5588
42 338 7488
793 180 1197
352 280 9777
939 448 1931
277 436 3867
427 254 7628
74 757 4077
386 347 2125
454 766 1450
905 83 4559
129 589 7056
972 248 5122
225 59 5909
771 112 180
409 6 6874
317 285 3573
396 581 4741
884 36 346
690 288 8839
660 283 2430
315 411 4308
493 163 1539
232 897 8181
167 212 5831
436 987 3024
17 484 8038
449 169 6268
964 324 6906
522 544 5935
961 749 6163
565 139 6445
34 483 7000
517 589 1546
253 807 6199
378 479 3990
512 389 1249
325 870 3117
42 231 22
166 863 8407
411 34 9152
572 695 6727
631 547 8585
582 887 1282
481 602 883
421 257 8364
925 539 6234
327 957 7170
463 787 237
960 530 1399
221 955 5441
232 120 4792
536 863 1647
90 89 9495
695 95 9232
809 321 8136
94 604 8160
466 794 8669
493 232 3806
465 941 3621
612 111 2049
897 776 466
2 833 7698
63 457 7574
186 565 3445
330 574 9138
283 465 9660
254 719 2446
609 264 7788
515 48 127
276 96 9810
965 963 9748
997 750 9833
918 693 315
995 386 6947
729 951 4658
667 717 673
490 414 8553
332 214 4878
96 942 1242
24 817 9952
480 342 6125
0 572 5127
86 741 8021
233 492 3006
880 62 5133
722 79 7556
737 47 6753
108 902 8535
300 371 4133
605 930 5744
420 658 7795
638 475 2706
254 571 1576
410 896 2259
789 881 7506
293 638 7140
10 316 8640
566 611 2847
473 904 727
682 430 410
677 828 9521
583 360 2175
946 220 2671
310 917 230
255 6 8132
291 947 8735
867 209 4766
81 799 3716
45 948 7162
541 674 1393
664 928 2105
777 492 3396
8 40 8987
539 832 1812
527 909 1512
738 669 2861
913 366 6075
984 15 952
36 109 3179
480 0 7644
797 593 6627
854 961 4029
158 377 6436
929 340 6126
852 914 7438
534 585 4816
488 12 78
309 852 4981
345 761 264
705 775 1489
45 361 8795
667 704 5045
723 629 1680
553 975 6133
43 520 7167
544 171 4413
923 896 5746
417 945 6756
297 2 2836
162 700 4845
423 876 4884
914 43 5319
416 465 6412
715 545 3837
366 307 2888
719 409 8768
762 179 3746
438 820 9296
219 194 8069
64 71 3294
149 173 2867
605 604 501
252 767 8784
618 832 691
252 538 1466
192 681 9538
46 724 5474
370 332 5903
328 316 2929
362 593 443
300 458 8850
840 893 1592
674 52 4735
422 570 2614
547 526 1915
550 167 8565
133 198 7339
531 981 6045
744 528 5904
790 513 8561
808 151 3104
747 26 9228
698 13 3261
491 87 326
171 757 9747
211 423 890
313 543 8212
560 512 1673
564 640 6667
896 141 7840
990 121 8806
942 796 3742
580 363 668
369 737 4140
44 682 8791
867 309 5205
270 848 1980
516 716 3300
555 169 1520
280 422 3096
67 631 9415
456 109 9394
998 938 2135
753 503 3766
658 842 5394
17 600 3955
936 428 3048
73 20 3752
930 239 5114
41 10 574
977 670 930
238 904 4456
151 120 1701
558 942 3825
690 130 511
333 277 5011
792 385 447
295 332 6284
868 575 8218
17 33 8250
787 903 2073
838 946 2994
231 982 3835
237 338 5171
599 629 6309
985 800 8110
721 823 4903
468 301 205
504 404 876
2 227 4461
778 967 6001
269 234 7546
916 132 9921
261 425 8145
323 331 5231
454 442 5408
133 183 3343
97 414 24
913 998 9882
985 298 9492
834 735 453
104 454 4783
213 326 9916
846 152 2909
623 250 8417
836 18 660
751 791 4515
441 231 3384
721 95 9691
154 103 4943
483 142 9572
831 886 6875
476 462 3687
695 168 7246
827 874 1442
101 618 5962
98 443 9306
937 105 4306
845 128 5532
727 615 9058
660 185 8519
722 760 975
470 817 2251
849 949 7774
38 456 1229
821 645 8828
820 217 1382
352 596 6078
587 793 8538
855 71 6383
990 280 3242
705 384 6100
529 672 4902
687 318 2790
453 605 2831
433 329 345
671 331 8601
836 402 1911
442 714 8180
658 772 1772
357 300 7185
397 909 7271
478 714 8706
162 963 9248
25 526 1110
776 270 2709
387 253 3292
382 307 8764
410 845 3392
313 694 3911
953 416 8361
819 394 2619
68 963 2526
337 787 7601
841 916 467
463 54 3152
480 964 1124
427 29 2546
885 74 1561
382 979 2439
244 597 4199
361 464 7647
234 467 7880
165 444 1327
891 216 5273
231 46 7338
174 574 2112
834 357 9562
394 658 2083
96 101 2705
375 838 5724
785 200 2088
439 344 989
929 80 3246
737 350 6835
121 869 218
46 350 8670
94 173 6499
71 979 8530
747 843 3788
545 361 4363
651 363 6192
505 636 827
509 845 8805
400 632 9297
361 632 2227
908 881 9498
880 897 546
65 827 9802
261 786 9587
909 773 7738
852 348 1845
425 152 912
67 20 5978
259 238 8733
290 917 6572
10 232 7709
543 484 5684
267 781 1790
158 871 521
66 333 7263
594 700 7441
915 973 9640
353 398 3629
134 612 3725
992 605 3291
21 28 7211
957 724 1949
319 527 3412
769 175 7633
168 164 1527
353 35 6271
627 721 3764
432 300 516
980 317 1504
883 356 6653
794 481 5049
892 589 5141
938 158 3407
685 884 7659
353 614 8355
795 820 4489
307 456 118
450 628 5041
817 878 3255
556 791 401
816 20 7981
670 951 5547
970 339 3488
980 263 83
910 701 6906
450 410 4594
592 88 5258
708 694 3105
50 440 2468
533 202 4740
804 271 8777
752 619 9595
768 519 2046
532 607 5591
71 421 2493
370 230 1779
984 838 3155
395 391 6199
914 659 783
456 654 1087
634 501 1108
218 327 6501
289 835 8111
773 949 6973
148 104 5751
583 253 7253
671 386 6226
924 449 8114
517 474 7211
766 724 6675
392 377 7908
95 533 6152
395 757 3362
267 90 9374
416 546 5899
371 530 5989
788 63 3889
641 396 4921
989 107 9191
764 411 1396
136 824 7892
188 648 3658
218 153 5808
131 670 3518
94 722 9712
434 5 6076
811 132 9177
55 864 4285
334 479 252
548 59 4018
876 780 4924
341 674 3490
805 417 101
281 902 1545
484 592 8913
226 233 1990
256 339 862
518 457 9833
837 364 4584
420 781 3163
706 657 2737
203 90 2794
308 863 6297
575 680 2191
806 343 4615
109 155 3445
270 784 6229
688 486 2777
144 477 7311
552 879 4950
572 706 6015
799 157 8279
642 177 7785
879 578 677
31 444 2996
915 135 4866
174 25 2804
770 317 7988
612 601 2817
425 121 6855
364 827 5727
57 275 8914
597 839 6661
420 347 4290
838 331 7952
657 950 4853
880 763 3692
505 544 9026
913 102 5089
714 226 6733
483 857 8209
304 214 3861
358 164 2865
633 882 4164
940 515 8520
449 770 1946
312 105 8832
580 585 3724
655 290 7713
389 868 1757
398 609 3525
748 21 8135
828 215 9850
282 850 310
496 168 579
702 954 9886
777 574 1915
8 702 6060
985 49 328
257 975 6223
268 910 5448
62 431 2298
69 722 8470
639 28 5743
342 375 1804
285 631 2966
283 157 2878
586 428 2055
3 808 5416
383 762 8556
217 627 4555
745 643 5599
322 922 6535
258 540 1607
47 182 8984
357 174 9926
47 759 3726
828 158 6785
151 563 7396
356 351 8099
765 339 5524
564 817 8883
118 704 6001
415 805 5653
156 372 7798
572 802 3846
716 560 1542
893 92 8844
807 13 9089
889 447 195
963 504 3264
674 642 4114
324 466 6021
645 401 4170
775 588 7975
439 531 4834
768 660 8213
702 644 8674
22 764 7001
192 72 9796
506 758 5790
206 16 6252
635 16 7042
670 32 5224
968 575 5191
868 710 9729
519 288 1102
397 319 5323
550 667 1896
377 481 8787
398 118 9837
705 279 4214
515 743 362
329 298 8153
141 667 9779
78 415 1307
640 261 1776
33 487 5150
605 122 8298
422 781 9917
885 488 8957
995 776 8701
285 670 1175
728 688 6662
39 714 9635
606 210 5723
678 126 174
427 350 8860
391 105 9793
685 5 8770
415 296 7337
305 323 3507
351 6 5656
769 25 6726
573 100 9070
57 592 591
248 468 6987
225 456 1790
628 36 3589
830 501 9212
515 343 420
627 110 2882
584 87 8432
302 767 3099
358 872 6168
588 961 1627
331 441 8658
458 590 3740
462 269 4192
454 369 8255
70 989 973
207 440 910
567 746 8675
152 166 7704
449 30 1425
397 488 575
801 200 7827
499 931 3006
53 906 2300
410 492 6354
507 909 8284
496 908 9336
220 790 6084
685 136 4586
108 838 4881
78 716 3651
120 263 4872
773 582 729
661 557 6634
910 316 1466
946 528 1831
889 950 9188
768 435 4841
858 360 712
567 204 9665
545 155 9305
536 545 2129
805 275 6313
34 220 564
717 953 6323
611 931 6135
475 339 2399
299 524 1605
598 149 4629
626 855 1647
202 177 8167
209 245 3299
279 975 8640
76 972 4361
79 485 1812
165 186 2863
174 960 4156
852 612 1055
163 423 2291
966 473 2000
612 535 6084
708 597 1164
639 633 5002
633 535 2139
318 360 4711
937 313 9175
503 683 305
698 2 9418
954 670 1231
584 728 3242
459 746 1233
769 865 6846
419 278 5496
785 422 9865
579 57 8658
202 979 4905
16 412 7563
378 300 3000
252 849 7393
